Source,Target,Type,id,label,timeset,weight,sourcename,targetname,edgebetweenness
417,854,Undirected,7234,5-hydroxytryptamine receptor 1A***5-hydroxytryptamine receptor 2A***Alpha-2B adrenergic receptor***Alpha-2C adrenergic receptor***Dopamine D3 receptor***Dopamine D2 receptor***5-hydroxytryptamine receptor 1D***Alpha-2A adrenergic receptor***5-hydroxytryptamine receptor 2C***5-hydroxytryptamine receptor 1B***,,10.0,Lisuride,Bromocriptine,2.954209748892171E-4
417,875,Undirected,7235,Alpha-2B adrenergic receptor***Alpha-2C adrenergic receptor***Dopamine D1 receptor***Alpha-2A adrenergic receptor***,,4.0,Lisuride,Quetiapine,0.0017053847186786625
417,884,Undirected,7236,Dopamine D3 receptor***Dopamine D2 receptor***Dopamine D4 receptor***,,3.0,Lisuride,Levodopa,0.001309252047804485
417,886,Undirected,7237,5-hydroxytryptamine receptor 1A***Alpha-2B adrenergic receptor***Alpha-2C adrenergic receptor***Dopamine D5 receptor***Dopamine D1 receptor***Alpha-2A adrenergic receptor***,,6.0,Lisuride,Aripiprazole,0.0014233919699207735
417,887,Undirected,7238,Dopamine D1 receptor***,,1.0,Lisuride,Chlorprothixene,0.0028367127702430507
417,890,Undirected,7239,5-hydroxytryptamine receptor 2B***,,1.0,Lisuride,Clomipramine,0.0019605210151738954
417,908,Undirected,7240,Alpha-2B adrenergic receptor***Alpha-2C adrenergic receptor***Dopamine D1 receptor***Alpha-2A adrenergic receptor***,,4.0,Lisuride,Paliperidone,0.0012320397475493487
417,963,Undirected,7241,5-hydroxytryptamine receptor 1A***Alpha-2B adrenergic receptor***Alpha-2C adrenergic receptor***5-hydroxytryptamine receptor 2B***Alpha-2A adrenergic receptor***,,5.0,Lisuride,Yohimbine,7.92265341748355E-4
417,969,Undirected,7242,Alpha-2B adrenergic receptor***Alpha-2C adrenergic receptor***Dopamine D5 receptor***Dopamine D1 receptor***Alpha-2A adrenergic receptor***,,5.0,Lisuride,Methotrimeprazine,0.0027964280918490667
417,996,Undirected,7243,Alpha-2B adrenergic receptor***Alpha-2C adrenergic receptor***Alpha-2A adrenergic receptor***,,3.0,Lisuride,Metamfetamine,0.004058681348193904
417,1019,Undirected,7244,Dopamine D1 receptor***Alpha-2A adrenergic receptor***,,2.0,Lisuride,Periciazine,9.198334899959715E-4
417,1029,Undirected,7245,Dopamine D1 receptor***,,1.0,Lisuride,Pipotiazine,9.366187726601316E-4
417,1030,Undirected,7246,Dopamine D1 receptor***,,1.0,Lisuride,Thiothixene,0.0011246139384987243
417,1031,Undirected,7247,Dopamine D5 receptor***Dopamine D1 receptor***Alpha-2A adrenergic receptor***,,3.0,Lisuride,Zuclopenthixol,0.0017691687928024708
417,1085,Undirected,7248,Alpha-2B adrenergic receptor***Alpha-2C adrenergic receptor***Alpha-2A adrenergic receptor***,,3.0,Lisuride,Celiprolol,0.0011413992211628844
417,1087,Undirected,7249,Alpha-2B adrenergic receptor***Alpha-2C adrenergic receptor***Alpha-2A adrenergic receptor***,,3.0,Lisuride,Dronedarone,0.006116557002819927
417,1098,Undirected,7250,5-hydroxytryptamine receptor 1A***,,1.0,Lisuride,Flibanserin,9.433328857257956E-4
417,1105,Undirected,7251,Alpha-2C adrenergic receptor***Dopamine D1 receptor***,,2.0,Lisuride,Iloperidone,0.0012253256344836848
417,1106,Undirected,7252,5-hydroxytryptamine receptor 1A***5-hydroxytryptamine receptor 1D***Alpha-2A adrenergic receptor***5-hydroxytryptamine receptor 2C***,,4.0,Lisuride,Lofexidine,9.131193769303075E-4
417,1119,Undirected,7253,5-hydroxytryptamine receptor 1A***Alpha-2B adrenergic receptor***Dopamine D3 receptor***Dopamine D2 receptor***Dopamine D4 receptor***,,5.0,Lisuride,Rotigotine,7.251242110917148E-4
417,1123,Undirected,7254,5-hydroxytryptamine receptor 2A***,,1.0,Lisuride,Pimavanserin,0.002262656103128777
417,1140,Undirected,7255,5-hydroxytryptamine receptor 1A***5-hydroxytryptamine receptor 2B***Dopamine D3 receptor***Dopamine D2 receptor***,,4.0,Lisuride,Cariprazine,0.00100040284678394
417,1146,Undirected,7256,Alpha-2B adrenergic receptor***Alpha-2C adrenergic receptor***Alpha-2A adrenergic receptor***,,3.0,Lisuride,Mianserin,0.00215187323754532
417,1151,Undirected,7257,Alpha-2B adrenergic receptor***Alpha-2C adrenergic receptor***5-hydroxytryptamine receptor 2B***Alpha-2A adrenergic receptor***,,4.0,Lisuride,Pizotifen,0.0022089431986034645
417,1171,Undirected,7258,Alpha-2B adrenergic receptor***Alpha-2C adrenergic receptor***5-hydroxytryptamine receptor 2B***Dopamine D1 receptor***Alpha-2A adrenergic receptor***,,5.0,Lisuride,Asenapine,0.0020343762588961997
417,1178,Undirected,7259,Alpha-2B adrenergic receptor***Alpha-2C adrenergic receptor***Alpha-2A adrenergic receptor***,,3.0,Lisuride,Droxidopa,0.0021418020679468243
417,1225,Undirected,7260,5-hydroxytryptamine receptor 1A***,,1.0,Lisuride,Vilazodone,8.459782462736672E-4
417,1230,Undirected,7261,Alpha-2B adrenergic receptor***Alpha-2C adrenergic receptor***Alpha-2A adrenergic receptor***,,3.0,Lisuride,Xylometazoline,0.0015711024573653821
417,1302,Undirected,7262,Alpha-2C adrenergic receptor***,,1.0,Lisuride,Lurasidone,8.694776420034913E-4
417,1410,Undirected,7263,5-hydroxytryptamine receptor 1A***5-hydroxytryptamine receptor 1B***,,2.0,Lisuride,Vortioxetine,0.001013831072915268
417,1431,Undirected,7264,Dopamine D2 receptor***,,1.0,Lisuride,Quinagolide,0.0013998925741909494
417,1452,Undirected,7265,5-hydroxytryptamine receptor 1A***Alpha-2C adrenergic receptor***Dopamine D2 receptor***,,3.0,Lisuride,Brexpiprazole,7.251242110917148E-4
417,1493,Undirected,7266,Alpha-2A adrenergic receptor***,,1.0,Lisuride,Moxonidine,0.002041090371961864
416,534,Undirected,7195,Histamine H2 receptor***,,1.0,Nizatidine,Epinastine,0.0036860480730495503
416,544,Undirected,7196,Histamine H2 receptor***,,1.0,Nizatidine,Olopatadine,0.001812810527729287
416,649,Undirected,7197,Histamine H2 receptor***,,1.0,Nizatidine,Famotidine,6.714113065664026E-6
416,660,Undirected,7198,Histamine H2 receptor***,,1.0,Nizatidine,Methantheline,0.0021787296898079763
416,684,Undirected,7199,Histamine H2 receptor***,,1.0,Nizatidine,Azelastine,0.0029508526923593395
416,1171,Undirected,7200,Histamine H2 receptor***,,1.0,Nizatidine,Asenapine,0.00968846515375319
534,544,Undirected,9145,Histamine H1 receptor***Histamine H2 receptor***,,2.0,Epinastine,Olopatadine,0.006855109440042971
534,550,Undirected,9146,Alpha-1A adrenergic receptor***5-hydroxytryptamine receptor 2A***Histamine H1 receptor***,,3.0,Epinastine,Propiomazine,0.0015140324963072377
534,562,Undirected,9147,Alpha-2A adrenergic receptor***Alpha-1A adrenergic receptor***,,2.0,Epinastine,Tolazoline,0.004243319457499665
534,563,Undirected,9148,Alpha-2A adrenergic receptor***Alpha-1A adrenergic receptor***,,2.0,Epinastine,Fenoldopam,0.0015408889485698939
534,568,Undirected,9149,5-hydroxytryptamine receptor 2A***,,1.0,Epinastine,Minaprine,0.005230294078152276
534,583,Undirected,9150,Alpha-1A adrenergic receptor***,,1.0,Epinastine,Trifluoperazine,0.0024204377601718813
534,587,Undirected,9151,Histamine H1 receptor***,,1.0,Epinastine,Brompheniramine,0.0031657043104605883
534,600,Undirected,9152,Alpha-2A adrenergic receptor***Alpha-1A adrenergic receptor***,,2.0,Epinastine,Pseudoephedrine,0.044152007519806635
534,612,Undirected,9153,Alpha-1A adrenergic receptor***5-hydroxytryptamine receptor 2A***,,2.0,Epinastine,Flupentixol,0.001812810527729287
534,630,Undirected,9154,Histamine H1 receptor***,,1.0,Epinastine,Methdilazine,0.0017792399624009668
534,634,Undirected,9155,Alpha-1A adrenergic receptor***,,1.0,Epinastine,Quinidine,0.0062004834161407275
534,644,Undirected,9156,Histamine H1 receptor***,,1.0,Epinastine,Ketotifen,0.004323888814287633
534,648,Undirected,9157,Alpha-2A adrenergic receptor***Alpha-1A adrenergic receptor***,,2.0,Epinastine,Phenoxybenzamine,0.0024372230428360412
534,649,Undirected,9158,Histamine H2 receptor***,,1.0,Epinastine,Famotidine,0.006227339868403384
534,655,Undirected,9159,5-hydroxytryptamine receptor 2A***,,1.0,Epinastine,Mesoridazine,0.0016718141533503424
534,656,Undirected,9160,5-hydroxytryptamine receptor 7***Histamine H1 receptor***,,2.0,Epinastine,Maprotiline,0.00106754397744058
534,660,Undirected,9161,Histamine H2 receptor***,,1.0,Epinastine,Methantheline,0.003877400295420975
534,668,Undirected,9162,Histamine H1 receptor***,,1.0,Epinastine,Fexofenadine,0.001315966160870149
534,679,Undirected,9163,Alpha-2A adrenergic receptor***Alpha-1A adrenergic receptor***,,2.0,Epinastine,Apraclonidine,0.006281052772928696
534,681,Undirected,9164,Histamine H1 receptor***,,1.0,Epinastine,Desloratadine,0.001315966160870149
534,684,Undirected,9165,Histamine H1 receptor***Histamine H2 receptor***,,2.0,Epinastine,Azelastine,0.004807304955015443
534,717,Undirected,9166,Alpha-2A adrenergic receptor***,,1.0,Epinastine,Guanfacine,0.007412380824493085
534,761,Undirected,9167,5-hydroxytryptamine receptor 2A***,,1.0,Epinastine,Tegaserod,0.0015073183832415738
534,766,Undirected,9168,Histamine H1 receptor***,,1.0,Epinastine,Emedastine,0.001315966160870149
534,781,Undirected,9169,Histamine H1 receptor***,,1.0,Epinastine,Levocabastine,0.001315966160870149
534,802,Undirected,9170,Alpha-2A adrenergic receptor***Alpha-1A adrenergic receptor***,,2.0,Epinastine,Carvedilol,0.002094803276487176
534,812,Undirected,9171,Alpha-2A adrenergic receptor***Alpha-1A adrenergic receptor***5-hydroxytryptamine receptor 2A***,,3.0,Epinastine,Nefazodone,0.0012051832952866925
534,814,Undirected,9172,5-hydroxytryptamine receptor 2A***Histamine H1 receptor***,,2.0,Epinastine,Desipramine,0.0012588961998120048
534,823,Undirected,9173,Alpha-1A adrenergic receptor***,,1.0,Epinastine,Terazosin,0.002044447428494696
534,831,Undirected,9174,Histamine H1 receptor***,,1.0,Epinastine,Orphenadrine,0.0015946018530952062
534,833,Undirected,9175,5-hydroxytryptamine receptor 2A***Histamine H1 receptor***,,2.0,Epinastine,Escitalopram,0.0012253256344836848
534,834,Undirected,9176,Histamine H1 receptor***,,1.0,Epinastine,Cyclizine,0.001315966160870149
534,843,Undirected,9177,Alpha-1A adrenergic receptor***,,1.0,Epinastine,Pergolide,0.0015006042701759099
534,854,Undirected,9178,Alpha-2A adrenergic receptor***Alpha-1A adrenergic receptor***5-hydroxytryptamine receptor 7***,,3.0,Epinastine,Bromocriptine,8.258359070766752E-4
534,875,Undirected,9179,Alpha-2A adrenergic receptor***5-hydroxytryptamine receptor 2A***Histamine H1 receptor***,,3.0,Epinastine,Quetiapine,0.0019705921847723916
534,886,Undirected,9180,Alpha-2A adrenergic receptor***Alpha-1A adrenergic receptor***5-hydroxytryptamine receptor 2A***5-hydroxytryptamine receptor 7***Histamine H1 receptor***,,5.0,Epinastine,Aripiprazole,0.001010474016382436
534,887,Undirected,9181,5-hydroxytryptamine receptor 2A***Histamine H1 receptor***,,2.0,Epinastine,Chlorprothixene,0.0020981603330200082
534,890,Undirected,9182,5-hydroxytryptamine receptor 2A***,,1.0,Epinastine,Clomipramine,0.0022257284812676244
534,892,Undirected,9183,Histamine H1 receptor***,,1.0,Epinastine,Alimemazine,0.0011883980126225326
534,898,Undirected,9184,Alpha-1A adrenergic receptor***,,1.0,Epinastine,Ergometrine,0.007459379615952733
534,908,Undirected,9185,Alpha-2A adrenergic receptor***Alpha-1A adrenergic receptor***5-hydroxytryptamine receptor 2A***Histamine H1 receptor***,,4.0,Epinastine,Paliperidone,7.82194172149859E-4
534,963,Undirected,9186,Alpha-2A adrenergic receptor***5-hydroxytryptamine receptor 2A***,,2.0,Epinastine,Yohimbine,0.0011447562776957165
534,969,Undirected,9187,Alpha-2A adrenergic receptor***Alpha-1A adrenergic receptor***5-hydroxytryptamine receptor 2A***Histamine H1 receptor***,,4.0,Epinastine,Methotrimeprazine,0.0017658117362696387
534,996,Undirected,9188,Alpha-2A adrenergic receptor***,,1.0,Epinastine,Metamfetamine,0.00632133745132268
534,1019,Undirected,9189,Alpha-2A adrenergic receptor***,,1.0,Epinastine,Periciazine,0.0012118974083523567
534,1026,Undirected,9190,5-hydroxytryptamine receptor 2A***,,1.0,Epinastine,Molindone,0.0032664160064455484
534,1027,Undirected,9191,Histamine H1 receptor***,,1.0,Epinastine,Phenindamine,0.001013831072915268
534,1029,Undirected,9192,5-hydroxytryptamine receptor 2A***,,1.0,Epinastine,Pipotiazine,0.0013394655565999731
534,1030,Undirected,9193,5-hydroxytryptamine receptor 2A***,,1.0,Epinastine,Thiothixene,0.001315966160870149
534,1031,Undirected,9194,Alpha-2A adrenergic receptor***Alpha-1A adrenergic receptor***5-hydroxytryptamine receptor 2A***Histamine H1 receptor***,,4.0,Epinastine,Zuclopenthixol,7.083389284275548E-4
534,1076,Undirected,9195,Histamine H1 receptor***,,1.0,Epinastine,Clofedanol,0.001013831072915268
534,1080,Undirected,9196,Histamine H1 receptor***,,1.0,Epinastine,Flunarizine,0.0037766885994360145
534,1081,Undirected,9197,5-hydroxytryptamine receptor 2A***,,1.0,Epinastine,Fluspirilene,0.0016852423794816705
534,1085,Undirected,9198,Alpha-2A adrenergic receptor***,,1.0,Epinastine,Celiprolol,0.0026923593393312745
534,1087,Undirected,9199,Alpha-2A adrenergic receptor***Alpha-1A adrenergic receptor***,,2.0,Epinastine,Dronedarone,0.007435880220222908
534,1098,Undirected,9200,5-hydroxytryptamine receptor 2A***,,1.0,Epinastine,Flibanserin,0.0012891097086074929
534,1105,Undirected,9201,Alpha-1A adrenergic receptor***5-hydroxytryptamine receptor 2A***5-hydroxytryptamine receptor 7***Histamine H1 receptor***,,4.0,Epinastine,Iloperidone,7.72123002551363E-4
534,1106,Undirected,9202,Alpha-2A adrenergic receptor***Alpha-1A adrenergic receptor***,,2.0,Epinastine,Lofexidine,0.0016550288706861825
534,1140,Undirected,9203,5-hydroxytryptamine receptor 2A***Histamine H1 receptor***,,2.0,Epinastine,Cariprazine,7.88908285215523E-4
534,1143,Undirected,9204,5-hydroxytryptamine receptor 2A***,,1.0,Epinastine,Sertindole,0.003024707936081644
534,1146,Undirected,9205,Alpha-2A adrenergic receptor***5-hydroxytryptamine receptor 2A***5-hydroxytryptamine receptor 7***Histamine H1 receptor***,,4.0,Epinastine,Mianserin,0.0013528937827313012
534,1151,Undirected,9206,Alpha-2A adrenergic receptor***Alpha-1A adrenergic receptor***5-hydroxytryptamine receptor 2A***Histamine H1 receptor***,,4.0,Epinastine,Pizotifen,0.0016046730226937022
534,1165,Undirected,9207,Alpha-1A adrenergic receptor***,,1.0,Epinastine,Silodosin,0.001295823821673157
534,1171,Undirected,9208,Alpha-2A adrenergic receptor***Alpha-1A adrenergic receptor***5-hydroxytryptamine receptor 2A***5-hydroxytryptamine receptor 7***Histamine H1 receptor***Histamine H2 receptor***,,6.0,Epinastine,Asenapine,0.0014435343091177655
534,1178,Undirected,9209,Alpha-2A adrenergic receptor***Alpha-1A adrenergic receptor***,,2.0,Epinastine,Droxidopa,0.004733449711293138
534,1187,Undirected,9210,5-hydroxytryptamine receptor 2A***5-hydroxytryptamine receptor 7***,,2.0,Epinastine,Amisulpride,0.0012656103128776688
534,1229,Undirected,9211,Histamine H1 receptor***,,1.0,Epinastine,Mepyramine,0.001013831072915268
534,1230,Undirected,9212,Alpha-2A adrenergic receptor***Alpha-1A adrenergic receptor***,,2.0,Epinastine,Xylometazoline,0.00205116154156036
534,1241,Undirected,9213,Alpha-1A adrenergic receptor***,,1.0,Epinastine,Isometheptene,0.0064388344299718
534,1261,Undirected,9214,Histamine H1 receptor***,,1.0,Epinastine,Alcaftadine,0.001013831072915268
534,1298,Undirected,9215,Histamine H1 receptor***,,1.0,Epinastine,Antazoline,0.001013831072915268
534,1299,Undirected,9216,Histamine H1 receptor***,,1.0,Epinastine,Dimetindene,0.0021988720290049683
534,1302,Undirected,9217,5-hydroxytryptamine receptor 2A***5-hydroxytryptamine receptor 7***,,2.0,Epinastine,Lurasidone,0.0012085403518195246
534,1361,Undirected,9218,Histamine H1 receptor***,,1.0,Epinastine,Chlorcyclizine,0.001013831072915268
534,1369,Undirected,9219,Alpha-1A adrenergic receptor***,,1.0,Epinastine,Indoramin,0.001312609104337317
534,1381,Undirected,9220,5-hydroxytryptamine receptor 2A***Histamine H1 receptor***,,2.0,Epinastine,Butriptyline,5.539143279172822E-4
534,1410,Undirected,9221,5-hydroxytryptamine receptor 7***,,1.0,Epinastine,Vortioxetine,0.0017389552840069826
534,1452,Undirected,9222,5-hydroxytryptamine receptor 2A***,,1.0,Epinastine,Brexpiprazole,9.802605075869477E-4
534,1477,Undirected,9223,5-hydroxytryptamine receptor 2A***Histamine H1 receptor***,,2.0,Epinastine,Dosulepin,0.001312609104337317
534,1489,Undirected,9224,5-hydroxytryptamine receptor 2A***5-hydroxytryptamine receptor 7***,,2.0,Epinastine,Zotepine,0.0011481133342285484
534,1493,Undirected,9225,Alpha-2A adrenergic receptor***,,1.0,Epinastine,Moxonidine,0.004041896065529744
534,1554,Undirected,9226,Histamine H1 receptor***,,1.0,Epinastine,Acrivastine,0.001013831072915268
534,1591,Undirected,9227,Histamine H1 receptor***,,1.0,Epinastine,Thonzylamine,0.0024002954209748893
534,1609,Undirected,9228,Histamine H1 receptor***,,1.0,Epinastine,Bilastine,0.001013831072915268
534,1618,Undirected,9229,Histamine H1 receptor***,,1.0,Epinastine,Rupatadine,0.001013831072915268
534,1685,Undirected,9230,Alpha-1A adrenergic receptor***,,1.0,Epinastine,Propiverine,0.004417886397206929
390,428,Undirected,6721,Potassium voltage-gated channel subfamily H member 2***,,1.0,Hydroxyzine,Cisapride,4.5991674499798577E-4
390,451,Undirected,6722,Potassium voltage-gated channel subfamily H member 2***,,1.0,Hydroxyzine,Astemizole,0.0013831072915267892
390,469,Undirected,6723,Potassium voltage-gated channel subfamily H member 2***,,1.0,Hydroxyzine,Verapamil,0.0027158587350610986
390,481,Undirected,6724,Potassium voltage-gated channel subfamily H member 2***,,1.0,Hydroxyzine,Thioridazine,0.0014871760440445818
390,562,Undirected,6725,Histamine H1 receptor***,,1.0,Hydroxyzine,Tolazoline,0.0011447562776957165
390,634,Undirected,6726,Potassium voltage-gated channel subfamily H member 2***,,1.0,Hydroxyzine,Quinidine,0.0014938901571102457
390,730,Undirected,6727,Potassium voltage-gated channel subfamily H member 2***,,1.0,Hydroxyzine,Procainamide,0.001013831072915268
390,776,Undirected,6728,Potassium voltage-gated channel subfamily H member 2***,,1.0,Hydroxyzine,Pimozide,0.0019068081106485832
390,802,Undirected,6729,Potassium voltage-gated channel subfamily H member 2***,,1.0,Hydroxyzine,Carvedilol,0.001047401638243588
390,812,Undirected,6730,Potassium voltage-gated channel subfamily H member 2***,,1.0,Hydroxyzine,Nefazodone,0.0024372230428360412
390,823,Undirected,6731,Potassium voltage-gated channel subfamily H member 2***,,1.0,Hydroxyzine,Terazosin,7.385524372230429E-4
390,839,Undirected,6732,Potassium voltage-gated channel subfamily H member 2***,,1.0,Hydroxyzine,Propafenone,0.001544246005102726
390,849,Undirected,6733,Potassium voltage-gated channel subfamily H member 2***,,1.0,Hydroxyzine,Flecainide,0.0010272592990465958
390,870,Undirected,6734,Potassium voltage-gated channel subfamily H member 2***,,1.0,Hydroxyzine,Halofantrine,3.592050490130254E-4
390,891,Undirected,6735,Potassium voltage-gated channel subfamily H member 2***,,1.0,Hydroxyzine,Bepridil,0.0013226802739358132
390,1028,Undirected,6736,Histamine H1 receptor***,,1.0,Hydroxyzine,Pheniramine,0.004679736806767826
